date,open,close,high,low,volume,code
2013-09-18,9.425,9.83,10.798,9.281,388897.0,000333
2013-09-23,9.751,10.752,10.812,9.465,318516.0,000333
2013-09-24,10.586,10.382,10.74,10.333,200045.0,000333
2013-09-25,10.242,10.484,10.97,10.24,171651.0,000333
2013-09-26,10.391,10.007,10.489,9.879,146808.0,000333
2013-09-27,10.007,10.007,10.309,9.93,85614.0,000333
2013-09-30,10.005,10.063,10.193,9.979,76682.0,000333
2013-10-08,10.007,10.47,10.521,9.984,111129.0,000333
2013-10-09,10.391,10.398,10.598,10.24,83054.0,000333
2013-10-10,10.356,10.638,10.789,10.272,156256.0,000333
2013-10-11,10.705,10.596,10.717,10.531,79697.0,000333
2013-10-14,10.593,10.705,10.782,10.379,96467.0,000333
2013-10-15,10.705,10.507,10.705,10.437,92419.0,000333
2013-10-16,10.416,10.396,10.677,10.17,89183.0,000333
2013-10-17,10.398,10.382,10.496,10.291,55526.0,000333
2013-10-18,10.361,10.707,10.891,10.309,104209.0,000333
2013-10-21,10.752,11.136,11.194,10.631,135658.0,000333
2013-10-22,11.031,11.036,11.243,10.91,82147.0,000333
2013-10-23,11.047,10.726,11.271,10.682,87290.0,000333
2013-10-24,10.705,11.054,11.543,10.668,122184.0,000333
2013-10-25,11.038,11.101,11.368,10.963,102336.0,000333
2013-10-28,11.164,11.513,11.52,11.054,104467.0,000333
2013-10-29,11.426,11.387,11.561,11.173,96525.0,000333
2013-10-30,11.406,11.675,11.79,11.322,121285.0,000333
2013-10-31,11.794,11.264,11.822,11.154,100732.0,000333
2013-11-01,11.122,11.115,11.354,11.015,72057.0,000333
2013-11-04,11.077,11.168,11.287,11.077,49622.0,000333
2013-11-05,11.059,11.215,11.266,10.956,54750.0,000333
2013-11-06,11.166,10.88,11.224,10.754,60251.0,000333
2013-11-07,10.826,10.756,10.921,10.51,62056.0,000333
2013-11-08,10.659,10.626,10.752,10.549,33411.0,000333
2013-11-11,10.633,10.654,10.705,10.382,35809.0,000333
2013-11-12,10.677,10.787,10.942,10.589,64729.0,000333
2013-11-13,10.672,10.589,10.784,10.589,30484.0,000333
2013-11-14,10.6,10.705,10.78,10.396,54360.0,000333
2013-11-15,10.675,10.752,10.952,10.614,64215.0,000333
2013-11-18,10.787,10.912,10.956,10.728,49830.0,000333
2013-11-19,10.91,10.931,11.054,10.824,53161.0,000333
2013-11-20,11.049,10.863,11.049,10.8,41726.0,000333
2013-11-21,10.868,10.638,10.868,10.484,66029.0,000333
2013-11-22,10.67,10.84,10.903,10.626,44288.0,000333
2013-11-25,10.665,10.696,10.777,10.607,63202.0,000333
2013-11-26,10.684,10.982,10.984,10.635,78583.0,000333
2013-11-27,10.984,10.842,11.005,10.763,54173.0,000333
2013-11-28,10.845,11.094,11.164,10.845,72379.0,000333
2013-11-29,11.059,11.15,11.17,11.003,51259.0,000333
2013-12-02,10.942,10.735,10.982,10.712,65133.0,000333
2013-12-03,10.705,10.942,10.959,10.705,56068.0,000333
2013-12-04,10.938,11.157,11.264,10.891,57260.0,000333
2013-12-05,11.184,11.296,11.375,11.145,54737.0,000333
2013-12-06,11.308,11.264,11.317,11.108,38443.0,000333
2013-12-09,11.275,11.285,11.396,11.159,47076.0,000333
2013-12-10,11.357,11.561,11.745,11.357,108138.0,000333
2013-12-11,11.508,11.259,11.636,11.133,62952.0,000333
2013-12-12,11.217,11.475,11.517,11.096,45684.0,000333
2013-12-13,11.289,11.671,11.845,11.268,109874.0,000333
2013-12-16,11.669,11.615,11.985,11.589,95774.0,000333
2013-12-17,11.627,11.403,11.659,11.385,64058.0,000333
2013-12-18,11.399,11.75,11.752,11.287,64061.0,000333
2013-12-19,11.81,11.61,11.957,11.61,63464.0,000333
2013-12-20,11.543,12.05,12.101,11.499,203682.0,000333
2013-12-23,11.915,11.717,12.032,11.638,70541.0,000333
2013-12-24,11.822,11.824,11.908,11.582,65759.0,000333
2013-12-25,11.869,11.729,11.897,11.669,42624.0,000333
2013-12-26,11.673,11.275,11.682,11.073,105909.0,000333
2013-12-27,11.17,11.585,11.706,11.129,74526.0,000333
2013-12-30,11.585,11.52,11.762,11.499,43800.0,000333
2013-12-31,11.499,11.636,11.659,11.231,59859.0,000333
2014-01-02,11.496,11.385,11.594,11.31,39462.0,000333
2014-01-03,11.264,11.187,11.357,10.963,75845.0,000333
2014-01-06,11.143,10.847,11.166,10.789,59925.0,000333
2014-01-07,10.752,10.812,10.98,10.752,34409.0,000333
2014-01-13,10.705,10.821,11.287,10.659,73946.0,000333
2014-01-14,10.821,11.173,11.184,10.782,50115.0,000333
2014-01-15,11.101,11.264,11.415,11.056,43067.0,000333
2014-01-16,11.261,11.245,11.413,11.126,42451.0,000333
2014-01-17,11.182,10.914,11.245,10.861,40190.0,000333
2014-01-20,10.912,11.056,11.133,10.824,38168.0,000333
2014-01-21,11.054,10.938,11.124,10.887,43355.0,000333
2014-01-22,10.949,11.115,11.164,10.903,43178.0,000333
2014-01-23,11.108,11.259,11.433,11.012,55000.0,000333
2014-01-24,11.259,11.312,11.464,11.124,50366.0,000333
2014-01-27,11.243,11.022,11.252,10.973,54222.0,000333
2014-01-28,11.131,11.15,11.236,11.008,37089.0,000333
2014-01-29,11.229,11.122,11.257,11.054,40069.0,000333
2014-01-30,11.143,10.905,11.147,10.824,54555.0,000333
2014-02-07,10.8,10.638,10.8,10.449,92332.0,000333
2014-02-10,10.633,10.833,10.938,10.565,70580.0,000333
2014-02-11,10.826,10.693,10.826,10.589,66580.0,000333
2014-02-12,10.705,10.88,10.982,10.626,63704.0,000333
2014-02-13,10.894,10.74,10.894,10.635,68569.0,000333
2014-02-14,10.679,10.773,10.828,10.661,39653.0,000333
2014-02-17,10.787,10.821,10.84,10.705,56502.0,000333
2014-02-18,10.796,10.703,10.796,10.626,41225.0,000333
2014-02-19,10.705,10.724,10.793,10.589,43870.0,000333
2014-02-20,10.719,10.451,10.745,10.403,84851.0,000333
2014-02-21,10.461,10.403,10.531,10.351,47925.0,000333
2014-02-24,10.356,9.756,10.379,9.379,136223.0,000333
2014-02-25,9.728,9.388,9.728,9.374,152013.0,000333
2014-02-26,9.33,9.137,9.353,9.076,114312.0,000333
2014-02-27,9.176,8.881,9.213,8.783,140958.0,000333
2014-02-28,8.89,9.062,9.064,8.792,79789.0,000333
2014-03-03,8.96,9.29,9.379,8.96,65239.0,000333
2014-03-04,9.213,9.048,9.213,8.948,58296.0,000333
2014-03-05,9.076,9.029,9.216,8.971,44450.0,000333
2014-03-06,9.029,9.46,9.544,8.985,116626.0,000333
2014-03-07,9.469,9.423,9.621,9.383,55135.0,000333
2014-03-10,9.309,9.458,9.751,9.251,102743.0,000333
2014-03-11,9.553,9.718,9.928,9.553,108795.0,000333
2014-03-12,9.832,9.79,9.879,9.625,64092.0,000333
2014-03-13,9.804,9.728,9.858,9.623,48878.0,000333
2014-03-14,9.721,9.728,9.839,9.544,42505.0,000333
2014-03-17,9.751,10.007,10.019,9.642,75809.0,000333
2014-03-18,10.167,9.8,10.193,9.79,71977.0,000333
2014-03-19,9.746,9.551,9.774,9.425,52737.0,000333
2014-03-20,9.551,9.26,9.693,9.204,74253.0,000333
2014-03-21,9.26,9.507,9.553,9.258,42796.0,000333
2014-03-24,9.441,9.579,9.625,9.386,41982.0,000333
2014-03-25,9.537,9.644,9.783,9.472,40067.0,000333
