date,open,close,high,low,volume,code
2012-10-08,19.442,19.16,19.77,19.113,120276.0,601318
2012-10-09,19.275,19.576,19.714,19.275,175674.0,601318
2012-10-10,19.506,19.506,19.599,19.414,84831.0,601318
2012-10-11,19.414,19.248,19.414,19.155,95081.0,601318
2012-10-12,19.405,19.187,19.64,19.123,116238.0,601318
2012-10-15,19.317,19.285,19.553,19.164,73058.0,601318
2012-10-16,19.285,19.303,19.525,19.201,93644.0,601318
2012-10-17,19.414,19.201,19.414,18.952,130765.0,601318
2012-10-18,19.183,19.317,19.4,18.956,175185.0,601318
2012-10-19,19.252,19.414,19.414,19.252,91612.0,601318
2012-10-22,19.321,19.516,19.539,19.289,109040.0,601318
2012-10-23,19.585,19.303,19.636,19.234,98355.0,601318
2012-10-24,19.248,19.266,19.423,19.174,89125.0,601318
2012-10-25,19.252,18.878,19.368,18.845,128433.0,601318
2012-10-26,18.887,18.369,18.975,18.235,147482.0,601318
2012-10-29,18.295,17.593,18.342,17.38,340088.0,601318
2012-10-30,17.657,17.787,18.009,17.657,219171.0,601318
2012-10-31,17.916,17.935,17.999,17.75,101405.0,601318
2012-11-01,17.935,18.18,18.397,17.842,398841.0,601318
2012-11-02,18.041,18.05,18.194,17.856,281744.0,601318
2012-11-05,18.027,17.916,18.097,17.699,266093.0,601318
2012-11-06,17.912,18.092,18.138,17.713,213022.0,601318
2012-11-07,18.092,17.99,18.092,17.893,134196.0,601318
2012-11-08,17.842,17.847,18.041,17.81,167492.0,601318
2012-11-09,17.819,17.847,17.916,17.764,81623.0,601318
2012-11-12,17.856,17.657,17.907,17.51,174851.0,601318
2012-11-13,17.662,17.371,17.662,17.334,127717.0,601318
2012-11-14,17.403,17.486,17.588,17.338,115493.0,601318
2012-11-15,17.426,17.459,17.694,17.357,197798.0,601318
2012-11-16,17.426,17.144,17.477,16.978,160407.0,601318
2012-11-19,17.07,16.867,17.121,15.993,393504.0,601318
2012-11-20,16.77,16.331,16.775,16.225,281550.0,601318
2012-11-21,16.317,16.844,16.872,16.317,174756.0,601318
2012-11-22,16.765,16.872,16.895,16.645,110623.0,601318
2012-11-23,16.904,17.158,17.491,16.849,175134.0,601318
2012-11-26,17.121,17.103,17.209,17.01,90989.0,601318
2012-11-27,17.07,16.747,17.172,16.71,133452.0,601318
2012-11-28,16.701,16.557,16.719,16.456,119523.0,601318
2012-11-29,16.506,16.493,16.687,16.433,112715.0,601318
2012-11-30,16.442,16.862,17.052,16.442,131378.0,601318
2012-12-03,16.825,16.932,17.426,16.788,216819.0,601318
2012-12-04,16.969,17.283,17.412,16.969,231924.0,601318
2012-12-05,17.265,17.99,18.101,17.265,378333.0,601318
2012-12-06,17.967,17.981,18.18,17.842,208837.0,601318
2012-12-07,17.926,18.171,18.244,17.764,281151.0,601318
2012-12-10,18.258,18.485,18.665,18.258,315659.0,601318
2012-12-11,18.439,18.397,18.573,18.328,214258.0,601318
2012-12-12,18.402,18.434,18.536,18.231,177110.0,601318
2012-12-13,18.388,17.963,18.388,17.912,233706.0,601318
2012-12-14,18.023,19.395,19.506,18.023,548049.0,601318
2012-12-17,19.395,19.65,19.876,19.358,370272.0,601318
2012-12-18,19.599,19.497,19.978,19.372,292155.0,601318
2012-12-19,19.437,19.308,19.645,19.183,227215.0,601318
2012-12-20,19.252,19.534,19.645,19.183,179182.0,601318
2012-12-21,19.608,19.594,20.038,19.46,216402.0,601318
2012-12-24,19.095,19.469,19.543,19.003,301313.0,601318
2012-12-25,19.312,19.876,20.163,19.28,451714.0,601318
2012-12-26,19.881,20.089,20.288,19.835,255462.0,601318
2012-12-27,20.218,19.982,20.338,19.899,188725.0,601318
2012-12-28,20.103,20.251,20.362,19.835,233856.0,601318
2012-12-31,20.338,20.935,21.194,20.338,329814.0,601318
2013-01-04,21.591,21.776,23.024,21.448,587134.0,601318
2013-01-07,21.776,21.827,21.993,21.531,283284.0,601318
2013-01-08,21.79,21.013,21.868,20.851,471438.0,601318
2013-01-09,20.824,20.833,20.962,20.542,408208.0,601318
2013-01-10,20.875,20.796,21.207,20.713,272372.0,601318
2013-01-11,20.838,20.537,20.958,20.44,228616.0,601318
2013-01-14,20.546,21.665,21.73,20.472,388762.0,601318
2013-01-15,21.674,21.716,22.164,21.596,420068.0,601318
2013-01-16,21.656,21.24,21.656,20.801,289258.0,601318
2013-01-17,21.161,20.838,21.226,20.708,247054.0,601318
2013-01-18,20.967,21.471,21.67,20.773,259875.0,601318
2013-01-21,21.402,21.157,21.471,20.939,234262.0,601318
2013-01-22,21.161,21.365,21.901,21.046,404693.0,601318
2013-01-23,21.355,21.466,21.693,21.221,235135.0,601318
2013-01-24,21.545,21.512,22.178,21.388,458153.0,601318
2013-01-25,21.522,21.073,21.679,20.805,265190.0,601318
2013-01-28,20.986,21.568,21.794,20.939,473759.0,601318
2013-01-29,21.771,21.596,22.03,21.175,406762.0,601318
2013-01-30,21.873,21.993,22.46,21.707,555169.0,601318
2013-01-31,22.086,22.289,22.418,21.836,541760.0,601318
2013-02-01,22.192,23.468,23.611,22.002,1105899.0,601318
2013-02-04,24.17,23.801,24.623,23.574,949644.0,601318
2013-02-05,23.435,23.412,23.805,23.038,427945.0,601318
2013-02-06,23.532,24.397,24.614,23.528,485988.0,601318
2013-02-07,24.226,24.258,24.536,23.703,471374.0,601318
2013-02-08,24.212,23.985,24.392,23.546,308156.0,601318
2013-02-18,24.059,22.899,24.152,22.816,427487.0,601318
2013-02-19,22.904,22.548,22.992,22.183,455349.0,601318
2013-02-20,22.511,22.548,22.636,22.201,261916.0,601318
2013-02-21,22.201,21.605,22.234,21.207,538227.0,601318
2013-02-22,21.494,21.244,21.586,21.17,204765.0,601318
2013-02-25,21.392,21.175,21.739,20.939,225126.0,601318
2013-02-26,20.953,20.787,21.415,20.731,426800.0,601318
2013-02-27,20.916,20.893,21.263,20.801,313446.0,601318
2013-02-28,21.147,21.757,21.767,20.893,522860.0,601318
2013-03-01,21.757,21.24,21.794,20.847,477427.0,601318
2013-03-04,20.801,19.728,20.893,19.46,805872.0,601318
2013-03-05,19.853,20.315,20.385,19.585,483190.0,601318
2013-03-06,20.477,20.579,20.643,20.297,462957.0,601318
2013-03-07,20.338,20.158,20.426,19.853,324422.0,601318
2013-03-08,20.26,20.301,20.551,20.056,290243.0,601318
2013-03-11,20.209,19.969,20.408,19.913,354949.0,601318
2013-03-12,19.927,19.992,20.278,19.784,452131.0,601318
2013-03-13,19.969,19.705,20.038,19.617,291282.0,601318
2013-03-14,19.77,19.774,19.885,19.566,225490.0,601318
2013-03-15,19.419,19.377,20.246,19.211,423047.0,601318
2013-03-18,19.183,18.781,19.377,18.758,361687.0,601318
2013-03-19,18.799,19.224,19.243,18.799,224988.0,601318
2013-03-20,19.206,19.918,19.996,19.201,370519.0,601318
2013-03-21,19.918,19.95,20.186,19.839,233639.0,601318
2013-03-22,19.969,19.927,20.19,19.844,216635.0,601318
2013-03-25,20.121,19.802,20.241,19.65,195850.0,601318
2013-03-26,19.714,19.414,19.848,19.409,374320.0,601318
2013-03-27,19.506,19.474,19.761,19.442,262314.0,601318
2013-03-28,18.998,18.975,19.021,18.489,370700.0,601318
2013-03-29,18.989,19.308,19.456,18.744,182154.0,601318
2013-04-01,19.077,18.947,19.201,18.896,250894.0,601318
2013-04-02,18.845,18.734,19.16,18.61,269577.0,601318
2013-04-03,18.767,18.841,19.118,18.721,202467.0,601318
2013-04-08,18.489,18.489,18.605,18.157,463409.0,601318
2013-04-09,18.559,19.016,19.109,18.554,455431.0,601318
2013-04-10,18.998,19.035,19.261,18.873,376726.0,601318
2013-04-11,19.113,19.058,19.405,18.975,168646.0,601318
2013-04-12,19.044,19.021,19.201,18.952,115291.0,601318
2013-04-15,18.975,18.725,19.155,18.67,165329.0,601318
2013-04-16,18.494,19.197,19.201,18.457,250350.0,601318
2013-04-17,19.206,19.326,19.4,19.09,391495.0,601318
2013-04-18,19.183,19.534,19.562,19.113,306636.0,601318
2013-04-19,19.553,19.83,19.922,19.553,568548.0,601318
2013-04-22,19.599,19.391,19.664,19.345,317863.0,601318
2013-04-23,19.465,18.452,19.483,18.425,366576.0,601318
2013-04-24,18.513,18.665,19.021,18.443,336276.0,601318
2013-04-25,18.67,18.554,18.859,18.365,227949.0,601318
2013-04-26,18.605,18.402,18.679,18.379,188637.0,601318
2013-05-02,18.489,18.503,18.744,18.448,209102.0,601318
2013-05-03,18.628,18.993,19.16,18.582,328825.0,601318
2013-05-06,19.16,19.197,19.409,18.998,273692.0,601318
2013-05-07,19.137,19.1,19.289,19.021,190218.0,601318
